adcode,name,longitude,latitude
4.51E+11,德保县,106.615373,23.32345
3.71E+11,青州市,118.479654,36.684789
3.41E+11,颍泉区,115.80835,32.925211
1.41E+11,闻喜县,111.22472,35.356644
1.50E+11,翁牛特旗,119.00658,42.936188
2.31E+11,大庆市,125.103784,46.589309
3.41E+11,望江县,116.706498,30.128002
6.33E+11,杂多县,95.300723,32.893185
4.31E+11,鹤城区,110.040315,27.578926
4.51E+11,市辖区,,
5.11E+11,市中区,103.761329,29.555374
5.11E+11,梓潼县,105.170845,31.642718
4.31E+11,张家界市,110.479148,29.117013
4.12E+11,信阳市,114.091193,32.147679
4.41E+11,高州市,110.853299,21.918203
2.30E+11,城子河区,131.011304,45.33697
3.21E+11,江都区,119.569989,32.434672
3.30E+11,温州市,120.699361,27.993828
5.10E+11,蒲江县,103.506498,30.196788
6.10E+11,铜川市,108.945019,34.897887
6.21E+11,文县,104.683433,32.943815
4.41E+11,市辖区,,
1.40E+11,长治市,113.116404,36.195409
4.41E+11,江门市,113.081542,22.57899
4.12E+11,沈丘县,115.098583,33.409369
5.31E+11,腾冲市,98.490966,25.020439
1.40E+11,南郊区,113.149693,40.005404
3.21E+11,镇江市,119.425836,32.187849
5.11E+11,三台县,105.094586,31.095979
3.70E+11,峄城区,117.590816,34.773263
2.11E+11,建平县,119.64328,41.403128
5.10E+11,盐边县,101.855071,26.683213
2.30E+11,建华区,123.955464,47.354364
4.50E+11,市辖区,,
1.53E+11,多伦县,116.485555,42.203591
5.30E+11,云南省,102.710002,25.045806
4.11E+11,山城区,114.184318,35.898033
5.11E+11,市辖区,,
1.41E+11,曲沃县,111.47586,35.641086
1.31E+11,沧州市,116.838834,38.304477
6.59E+11,阿拉尔市,81.280527,40.547653
2.31E+11,红星区,129.390983,48.239431
2.31E+11,牡丹江市,129.633168,44.551653
6.40E+11,吴忠市,106.198913,37.997428
4.21E+11,沙市区,112.25193,30.326009
3.71E+11,费县,117.977325,35.26596
3.72E+11,东阿县,116.247579,36.334917
6.53E+11,墨玉县,79.728683,37.277143
4.12E+11,驿城区,113.993914,32.973054
6.20E+11,金川区,102.194015,38.521087
1.51E+11,扎鲁特旗,120.911676,44.556389
3.41E+11,迎江区,117.09115,30.511548
5.30E+11,红塔区,102.540122,24.341215
2.31E+11,桦南县,130.553343,46.239184
6.41E+11,市辖区,,
4.51E+11,南丹县,107.541244,24.975631
4.51E+11,平南县,110.392311,23.539264
3.21E+11,启东市,121.655432,31.793278
2.10E+11,金州区,121.782655,39.050001
4.51E+11,忻城县,108.665666,24.066234
1.10E+11,平谷区,117.121351,40.140595
1.20E+11,河西区,117.223371,39.109563
4.30E+11,祁东县,112.090356,26.799896
6.40E+11,大武口区,106.367958,39.01918
2.30E+11,鸡西市,130.969333,45.295075
3.40E+11,市辖区,,
1.40E+11,广灵县,114.282758,39.760281
3.31E+11,兰溪市,119.460472,29.2084
2.11E+11,大石桥市,122.509006,40.644482
3.71E+11,莱州市,119.942274,37.177129
3.51E+11,鲤城区,118.587097,24.907424
6.10E+11,莲湖区,108.943895,34.265239
2.30E+11,梨树区,130.69699,45.092046
2.20E+11,四平市,124.350398,43.166419
5.11E+11,仁寿县,104.133995,29.995635
2.11E+11,白塔区,123.174325,41.270347
5.30E+11,宜良县,103.141603,24.919839
1.31E+11,海兴县,117.497651,38.143169
4.31E+11,湘阴县,112.909426,28.689104
4.41E+11,坡头区,110.455332,21.244721
2.11E+11,溪湖区,123.767646,41.329219
4.31E+11,邵东县,111.74427,27.258987
1.51E+11,科尔沁左翼后旗,122.35677,42.935105
3.71E+11,乳山市,121.539764,36.919816
4.42E+11,清城区,113.062692,23.697899
4.50E+11,阳朔县,110.496593,24.77848
6.21E+11,渭源县,104.215467,35.136755
1.10E+11,通州区,116.656434,39.909946
1.50E+11,林西县,118.05545,43.61812
3.70E+11,沂源县,118.170855,36.185038
4.40E+11,市辖区,,
3.61E+11,安福县,114.619893,27.392873
3.10E+11,杨浦区,121.525727,31.259822
6.20E+11,西固区,103.627951,36.088552
5.30E+11,官渡区,102.749026,24.950231
5.30E+11,罗平县,104.308675,24.884626
3.61E+11,市辖区,,
5.23E+11,贵定县,107.232793,26.557089
5.30E+11,西山区,102.664382,25.038604
5.40E+11,卡若区,97.196021,31.112087
5.12E+11,芦山县,102.932385,30.142307
4.50E+11,藤县,110.914849,23.374983
5.00E+11,开州区,108.393135,31.160711
6.21E+11,市辖区,,
2.30E+11,东山区,130.317002,47.338537
4.20E+11,黄石港区,115.065849,30.222938
3.70E+11,淄川区,117.966723,36.643452
3.71E+11,福山区,121.267741,37.498246
3.30E+11,文成县,120.091498,27.786996
5.11E+11,威远县,104.668879,29.52744
5.30E+11,市辖区,,
5.11E+11,旺苍县,106.289983,32.229058
3.41E+11,濉溪县,116.766298,33.915477
3.61E+11,大余县,114.362112,25.401313
4.21E+11,老河口市,111.683861,32.359068
3.42E+11,宣城市,118.75868,30.940195
4.21E+11,枝江市,111.76053,30.42594
4.69E+11,白沙黎族自治县,109.451484,19.224823
4.42E+11,汕尾市,115.375431,22.78705
1.41E+11,应县,113.191098,39.554247
6.33E+11,海西蒙古族藏族自治州,97.369751,37.377139
5.31E+11,云县,100.129354,24.44422
4.11E+11,新野县,112.360026,32.520805
5.11E+11,涪城区,104.756944,31.455101
3.72E+11,高唐县,116.23016,36.846762
1.51E+11,市辖区,,
2.31E+11,爱民区,129.591537,44.596042
5.23E+11,从江县,108.905329,25.753009
4.51E+11,港口区,108.380143,21.643383
4.50E+11,西乡塘区,108.313494,22.833928
3.71E+11,芝罘区,121.400445,37.541475
6.21E+11,华池县,107.990062,36.461306
3.71E+11,市辖区,,
4.12E+11,市辖区,,
1.30E+11,峰峰矿区,114.212802,36.419739
4.50E+11,柳城县,109.24473,24.651518
4.31E+11,桂阳县,112.734173,25.754172
3.61E+11,袁州区,114.427858,27.797091
1.30E+11,大名县,115.147814,36.285616
4.31E+11,汝城县,113.684727,25.532816
4.51E+11,武宣县,109.663206,23.59411
1.30E+11,赵县,114.776297,37.756578
4.41E+11,吴川市,110.778411,21.441808
4.50E+11,邕宁区,108.487368,22.75839
4.30E+11,望城区,112.831176,28.353434
6.20E+11,兰州市,103.834303,36.061089
3.72E+11,东昌府区,115.988349,36.434669
3.61E+11,上犹县,114.551138,25.785172
6.21E+11,武都区,104.926337,33.392211
4.11E+11,西峡县,111.47353,33.307294
4.51E+11,西林县,105.093825,24.489823
4.41E+11,化州市,110.639565,21.66463
5.33E+11,弥渡县,100.49099,25.343804
5.13E+11,金阳县,103.248772,27.69686
1.51E+11,磴口县,107.008248,40.330523
3.40E+11,寿县,116.798232,32.545109
3.70E+11,市南区,120.412392,36.075651
3.50E+11,莆田市,119.007777,25.454084
5.33E+11,红河县,102.4206,23.369161
1.50E+11,玉泉区,111.673881,40.753655
3.51E+11,建瓯市,118.304966,27.022774
4.31E+11,云溪区,113.272312,29.472745
2.11E+11,凌海市,121.35549,41.160567
1.41E+11,市辖区,,
5.20E+11,绥阳县,107.191222,27.946222
5.12E+11,雅安市,103.042375,30.010602
1.51E+11,巴彦淖尔市,107.387657,40.743213
5.13E+11,普格县,102.540901,27.376413
5.43E+11,噶尔县,80.096419,32.491488
5.13E+11,宁南县,102.751745,27.061189
4.10E+11,鼓楼区,114.348306,34.78856
3.20E+11,溧水区,119.028288,31.651099
2.11E+11,市辖区,,
3.71E+11,宁阳县,116.805796,35.758786
1.41E+11,蒲县,111.096439,36.411826
4.50E+11,南宁市,108.366543,22.817002
4.20E+11,江汉区,114.270867,30.601475
3.21E+11,市辖区,,
2.31E+11,茄子河区,131.068075,45.785215
3.60E+11,新建区,115.815277,28.692864
4.42E+11,江城区,111.955058,21.861786
3.71E+11,曲阜市,116.986526,35.581108
5.00E+11,巫溪县,109.570062,31.398604
5.33E+11,维西傈僳族自治县,99.287173,27.177161
4.50E+11,龙圩区,111.246606,23.404772
6.10E+11,陈仓区,107.369987,34.35147
3.41E+11,市辖区,,
6.10E+11,市辖区,,
4.51E+11,钦北区,108.44911,22.132761
4.21E+11,江陵县,112.424664,30.041822
6.21E+11,肃南裕固族自治县,99.615601,38.836931
3.71E+11,济宁市,116.587282,35.414982
4.31E+11,双牌县,111.659967,25.961909
3.51E+11,连城县,116.754472,25.710538
4.51E+11,防城港市,108.353846,21.68686
5.13E+11,越西县,102.50768,28.639801
3.21E+11,淮安市,119.113185,33.551052
5.11E+11,昭化区,105.962819,32.323256
1.31E+11,高阳县,115.778965,38.700088
5.12E+11,屏山县,104.345974,28.828482
1.52E+11,科尔沁右翼中旗,121.47653,45.060837
4.20E+11,竹溪县,109.715304,32.318255
6.20E+11,红古区,102.859323,36.345669
4.51E+11,象州县,109.705065,23.973793
5.40E+11,仲巴县,84.03153,29.770279
4.42E+11,英德市,113.401701,24.206986
1.40E+11,城区,113.298026,40.075666
5.30E+11,元江哈尼族彝族傣族自治县,101.998103,23.596503
6.10E+11,杨陵区,108.084731,34.272117
4.51E+11,浦北县,109.556953,22.271651
1.51E+11,陈巴尔虎旗,119.424026,49.328916
3.60E+11,浔阳区,115.990301,29.727593
6.10E+11,宜君县,109.116932,35.398577
4.21E+11,武穴市,115.561217,29.844107
3.71E+11,烟台市,121.447852,37.464539
1.53E+11,镶黄旗,113.847287,42.232371
4.60E+11,三亚市,109.511772,18.253135
4.12E+11,罗山县,114.512872,32.203883
3.30E+11,浙江省,120.152585,30.266597
5.33E+11,个旧市,103.160034,23.359121
4.51E+11,河池市,108.085261,24.692931
2.11E+11,盘山县,121.996411,41.242639
3.40E+11,包河区,117.309519,31.793859
4.11E+11,范县,115.504201,35.851906
5.20E+11,余庆县,107.905197,27.215491
5.30E+11,麒麟区,103.80474,25.495326
6.40E+11,同心县,105.895309,36.95449
5.12E+11,邻水县,106.93038,30.334768
1.51E+11,丰镇市,113.109892,40.436983
3.72E+11,市辖区,,
3.60E+11,萍乡市,113.887083,27.658373
5.32E+11,牟定县,101.546566,25.313121
6.52E+11,奇台县,89.593967,44.022066
3.21E+11,亭湖区,120.197358,33.390536
6.33E+11,都兰县,98.095844,36.302496
5.40E+11,昌都市,97.17202,31.140969
4.11E+11,华龙区,115.074151,35.777346
4.20E+11,十堰市,110.799291,32.629462
1.51E+11,乌拉特后旗,107.074621,41.084282
4.41E+11,新会区,113.034187,22.4583
1.41E+11,柳林县,110.889007,37.429772
2.10E+11,于洪区,123.308119,41.793721
3.40E+11,镜湖区,118.385009,31.340728
4.11E+11,市辖区,,
3.41E+11,定远县,117.698562,32.530981
3.40E+11,肥东县,117.469382,31.88794
4.51E+11,宁明县,107.076456,22.140192
6.53E+11,岳普湖县,76.8212,39.2198
1.10E+11,西城区,116.365873,39.912235
1.50E+11,九原区,109.967449,40.610561
6.20E+11,皋兰县,103.947377,36.332663
5.41E+11,琼结县,91.683881,29.024625
1.40E+11,武乡县,112.864561,36.837625
6.54E+11,托里县,83.60695,45.947638
5.22E+11,黔西南布依族苗族自治州,104.906397,25.087856
4.60E+11,琼山区,110.353972,20.003169
3.30E+11,宁海县,121.429477,29.287939
5.10E+11,市辖区,,
2.31E+11,东宁市,131.122915,44.087585
6.11E+11,靖边县,108.793988,37.599438
3.61E+11,广昌县,116.335686,26.843684
3.70E+11,黄岛区,120.198055,35.960933
2.31E+11,岭东区,131.164723,46.592721
4.30E+11,衡东县,112.953168,27.08117
2.31E+11,黑河市,127.528293,50.245129
3.20E+11,溧阳市,119.48421,31.416911
3.10E+11,静安区,121.447453,31.227906
5.40E+11,洛隆县,95.825197,30.741845
2.30E+11,齐齐哈尔市,123.918186,47.354348
4.51E+11,都安瑶族自治县,108.105311,23.932675
4.41E+11,惠阳区,114.456176,22.789788
4.21E+11,市辖区,,
4.11E+11,临颍县,113.931261,33.828042
3.51E+11,漳浦县,117.613808,24.117102
6.21E+11,市辖区,,
2.31E+11,市辖区,,
1.31E+11,隆尧县,114.770419,37.350172
5.00E+11,璧山区,106.227305,29.592024
3.70E+11,淄博市,118.055019,36.813546
3.30E+11,临安市,119.724734,30.233873
2.10E+11,和平区,123.420368,41.789833
1.30E+11,灵寿县,114.382614,38.308665
3.71E+11,微山县,117.128827,34.806554
3.51E+11,华安县,117.534103,25.004425
1.30E+11,卢龙县,118.892986,39.891946
5.30E+11,马龙县,103.578478,25.42805
3.71E+11,诸城市,119.410103,35.995654
1.51E+11,科尔沁区,122.255671,43.623078
6.20E+11,会宁县,105.053358,35.692823
4.10E+11,湛河区,113.320873,33.725681
3.72E+11,巨野县,116.062394,35.388925
5.20E+11,赤水市,105.697472,28.590337
4.10E+11,宝丰县,113.054801,33.868434
6.33E+11,称多县,97.110831,33.369218
1.51E+11,化德县,114.010437,41.90456
1.31E+11,蠡县,115.583854,38.488055
3.71E+11,东营市,118.674614,37.433963
5.33E+11,怒江傈僳族自治州,98.8566,25.817555
3.41E+11,临泉县,115.263115,33.039715
6.30E+11,青海省,101.780268,36.620939
5.42E+11,申扎县,88.709852,30.930505
4.11E+11,焦作市,113.241823,35.215893
4.60E+11,中沙群岛的岛礁及其海域,117.740071,15.112855
6.40E+11,西吉县,105.729085,35.963912
4.31E+11,涟源市,111.664329,27.692577
5.11E+11,纳溪区,105.371505,28.773134
4.40E+11,罗湖区,114.131459,22.548389
3.60E+11,青山湖区,115.962144,28.682984
6.54E+11,昭苏县,81.130974,43.157293
2.30E+11,龙江县,123.205323,47.338665
2.11E+11,营口市,122.219458,40.625364
4.50E+11,叠彩区,110.301723,25.314
2.20E+11,梨树县,124.33539,43.30706
1.31E+11,东光县,116.537067,37.888248
4.45E+11,揭西县,115.841837,23.431294
6.10E+11,陇县,106.864397,34.89305
2.21E+11,柳河县,125.744735,42.284605
3.70E+11,周村区,117.869886,36.803072
6.21E+11,合水县,108.019554,35.819194
6.21E+11,清水县,106.137293,34.749864
2.21E+11,长岭县,123.967483,44.275895
1.53E+11,阿巴嘎旗,114.950248,44.022995
2.31E+11,铁力市,128.032424,46.986633
3.50E+11,尤溪县,118.190467,26.170171
4.40E+11,龙岗区,114.246899,22.720974
4.50E+11,资源县,110.6527,26.042443
5.42E+11,那曲地区,92.052064,31.476479
1.40E+11,矿区,113.555279,37.868494
1.51E+11,乌拉特前旗,108.652114,40.737018
4.20E+11,江夏区,114.319097,30.376308
3.21E+11,宿豫区,118.330781,33.946822
5.40E+11,白朗县,89.261977,29.107688
1.31E+11,保定市,115.464589,38.874434
4.51E+11,容县,110.558074,22.857839
6.40E+11,贺兰县,106.349861,38.554599
2.30E+11,工农区,130.274684,47.31878
6.20E+11,嘉峪关市,98.289419,39.772554
3.21E+11,赣榆区,119.17333,34.841348
6.21E+11,宕昌县,104.393385,34.047261
6.23E+11,东乡族自治县,103.389346,35.663752
4.41E+11,德庆县,111.785937,23.143722
5.11E+11,市辖区,,
4.31E+11,宜章县,112.948712,25.399938
1.41E+11,临县,110.992093,37.950758
5.10E+11,四川省,104.075809,30.651239
3.42E+11,谯城区,115.779025,33.876235
5.00E+11,长寿区,107.080734,29.857912
1.30E+11,抚宁区,119.244847,39.876253
5.20E+11,遵义市,106.927389,27.725654
3.51E+11,龙文区,117.709754,24.503113
3.30E+11,鹿城区,120.655271,28.015737
4.41E+11,怀集县,112.167742,23.92035
4.11E+11,睢县,115.071879,34.445655
4.41E+11,梅县区,116.081656,24.265926
5.33E+11,宾川县,100.590473,25.829828
1.50E+11,东河区,110.044106,40.576319
3.71E+11,长岛县,120.73658,37.921368
1.51E+11,奈曼旗,120.658282,42.867226
6.11E+11,黄龙县,109.840314,35.584743
5.31E+11,双江拉祜族佤族布朗族傣族自治县,99.827697,23.473499
2.10E+11,岫岩满族自治县,123.280935,40.29088
3.60E+11,南昌市,115.858198,28.682892
4.21E+11,当阳市,111.788312,30.821266
4.30E+11,长沙市,112.938884,28.22808
4.41E+11,惠东县,114.719988,22.985014
5.40E+11,萨迦县,88.021674,28.899664
3.41E+11,怀宁县,116.829475,30.733824
4.30E+11,雁峰区,112.6154,26.840602
1.30E+11,滦县,118.703598,39.740593
4.51E+11,市辖区,,
3.10E+11,市辖区,121.473662,31.230372
2.10E+11,大东区,123.469948,41.805137
5.41E+11,错那县,91.960132,27.991707
5.20E+11,凤冈县,107.716355,27.954695
1.51E+11,市辖区,,
4.11E+11,市辖区,,
3.51E+11,浦城县,118.541256,27.917263
6.11E+11,华州区,109.775247,34.495915
4.50E+11,荔浦县,110.395104,24.488342
4.11E+11,舞阳县,113.609286,33.437876
4.21E+11,南漳县,111.838905,31.774636
3.41E+11,砀山县,116.367095,34.442561
3.51E+11,东山县,117.430061,23.701262
1.31E+11,武强县,115.982461,38.041368
5.10E+11,简阳市,104.546773,30.410754
3.50E+11,福建省,119.295143,26.100779
5.12E+11,大竹县,107.204795,30.73641
2.11E+11,太子河区,123.18144,41.295023
1.41E+11,泽州县,112.899137,35.617221
3.61E+11,宜黄县,116.236201,27.554886
2.10E+11,铁西区,123.333968,41.820807
3.50E+11,市辖区,,
1.51E+11,满洲里市,117.378529,49.597841
5.23E+11,麻江县,107.589359,26.491105
4.12E+11,光山县,114.919152,32.010002
6.30E+11,化隆回族自治县,102.264143,36.094908
1.53E+11,阿拉善右旗,101.666917,39.216185
6.10E+11,长安区,108.907173,34.158926
3.61E+11,渝水区,114.944549,27.800148
2.31E+11,伊春市,128.841125,47.727535
1.30E+11,鸡泽县,114.889376,36.91034
4.31E+11,武陵区,111.683153,29.055163
6.53E+11,阿瓦提县,80.375053,40.643647
4.21E+11,石首市,112.425454,29.720938
1.52E+11,突泉县,121.593799,45.38193
5.12E+11,达川区,107.511749,31.196157
3.51E+11,柘荣县,119.900609,27.233933
6.23E+11,迭部县,103.221869,34.055938
1.41E+11,交口县,111.181151,36.982186
3.51E+11,漳州市,117.647093,24.513025
6.11E+11,富县,109.379776,35.987953
2.11E+11,站前区,122.259033,40.672563
5.00E+11,县,108.165537,29.293902
6.21E+11,临泽县,100.164283,39.152462
4.31E+11,赫山区,112.374145,28.579494
3.41E+11,黟县,117.938373,29.924805
1.31E+11,雄县,116.10865,38.99455
5.11E+11,青川县,105.238842,32.575484
1.30E+11,丰南区,118.085169,39.576031
3.51E+11,南安市,118.386279,24.960385
4.11E+11,封丘县,114.418882,35.041198
5.10E+11,金牛区,104.052236,30.691359
6.40E+11,宁夏回族自治区,106.259126,38.472641
3.70E+11,市辖区,,
2.11E+11,喀喇沁左翼蒙古族自治县,119.741223,41.12815
4.11E+11,安阳市,114.392392,36.097577
6.21E+11,武威市,102.638201,37.928267
5.41E+11,桑日县,92.015818,29.259189
3.30E+11,象山县,121.869339,29.476705
5.33E+11,迪庆藏族自治州,99.702583,27.818807
6.11E+11,榆林市,109.734474,38.285369
6.11E+11,蒲城县,109.586403,34.955562
3.31E+11,嵊泗县,122.451382,30.725686
3.21E+11,金湖县,119.020584,33.025433
4.41E+11,蓬江区,113.078521,22.595149
2.11E+11,本溪市,123.685142,41.486981
4.51E+11,百色市,106.618202,23.90233
6.21E+11,西和县,105.298756,34.014215
4.31E+11,市辖区,,
1.31E+11,任丘市,116.082917,38.683591
5.33E+11,祥云县,100.550945,25.48385
3.71E+11,兖州区,116.783833,35.553144
3.30E+11,市辖区,,
4.40E+11,荔湾区,113.244258,23.125863
4.10E+11,金水区,113.660617,34.800004
5.20E+11,白云区,106.623007,26.678561
5.12E+11,市辖区,,
5.00E+11,大渡口区,106.482346,29.484527
3.70E+11,城阳区,120.396256,36.307559
3.51E+11,市辖区,,
4.12E+11,息县,114.740456,32.342792
1.51E+11,乌审旗,108.817607,38.604136
6.21E+11,市辖区,,
3.70E+11,历下区,117.076441,36.666465
3.51E+11,屏南县,118.985895,26.908276
1.40E+11,城区,113.600669,37.847436
5.12E+11,广安区,106.641662,30.473913
3.10E+11,金山区,121.342455,30.741798
5.12E+11,达州市,107.467758,31.209121
1.50E+11,武川县,111.451303,41.096471
3.41E+11,祁门县,117.717396,29.854055
2.11E+11,桓仁满族自治县,125.361007,41.267127
5.42E+11,尼玛县,87.236772,31.784701
1.50E+11,市辖区,,
3.60E+11,珠山区,117.202919,29.299938
1.41E+11,市辖区,,
5.20E+11,湄潭县,107.465407,27.749055
3.31E+11,柯城区,118.871516,28.96862
4.50E+11,梧州市,111.279115,23.476962
3.20E+11,六合区,118.822132,32.323584
3.70E+11,薛城区,117.263164,34.795062
3.71E+11,禹城市,116.638327,36.933812
3.21E+11,泰兴市,120.051743,32.171853
4.41E+11,开平市,112.698545,22.376395
4.20E+11,黄石市,115.038962,30.201038
2.31E+11,市辖区,,
4.31E+11,娄底市,111.994482,27.70027
4.30E+11,韶山市,112.52667,27.915008
6.11E+11,绥德县,110.263362,37.50294
3.60E+11,庐山市,116.04506,29.448128
4.60E+11,海棠区,109.752569,18.400106
4.11E+11,市辖区,,
3.41E+11,岳西县,116.359692,30.849762
4.50E+11,苍梧县,111.544007,23.845097
3.41E+11,市辖区,,
1.41E+11,昔阳县,113.706977,37.61253
4.21E+11,赤壁市,113.90038,29.725184
3.61E+11,市辖区,,
2.10E+11,千山区,122.944751,41.068901
1.50E+11,和林格尔县,111.821843,40.378787
4.20E+11,汉南区,114.084597,30.308829
2.31E+11,西林区,129.312851,47.480735
3.60E+11,修水县,114.546836,29.025726
4.21E+11,市辖区,,
1.20E+11,滨海新区,117.698407,39.01727
4.12E+11,固始县,115.654481,32.168137
4.10E+11,杞县,114.783139,34.549174
2.31E+11,东风区,130.403664,46.822571
4.31E+11,市辖区,,
3.71E+11,市辖区,,
4.12E+11,鹿邑县,115.484454,33.86
5.11E+11,苍溪县,105.934756,31.731709
2.11E+11,市辖区,,
3.51E+11,金门县,118.323221,24.436417
3.42E+11,金寨县,115.934366,31.72717
3.50E+11,集美区,118.097337,24.575969
4.31E+11,大祥区,111.439091,27.221452
5.30E+11,江川区,102.75344,24.287485
3.31E+11,越城区,120.582633,29.988244
5.20E+11,播州区,106.829574,27.536298
3.51E+11,寿宁县,119.514986,27.454479
6.52E+11,木垒哈萨克自治县,90.286028,43.834689
1.50E+11,回民区,111.623692,40.808608
3.71E+11,齐河县,116.762893,36.784158
5.42E+11,班戈县,90.009957,31.392411
5.13E+11,道孚县,101.125237,30.979545
3.50E+11,台江区,119.314041,26.052843
6.53E+11,博湖县,86.631997,41.980152
3.51E+11,建阳区,118.120464,27.331876
4.50E+11,三江侗族自治县,109.607675,25.783198
3.21E+11,高邮市,119.459161,32.781659
5.22E+11,望谟县,106.099617,25.178421
6.23E+11,康乐县,103.708354,35.370505
3.60E+11,市辖区,,
1.30E+11,石家庄市,114.514793,38.042228
3.20E+11,新吴区,120.352782,31.550966
3.31E+11,龙泉市,119.141473,28.074649
4.40E+11,黄埔区,113.480541,23.181706
5.20E+11,关岭布依族苗族自治县,105.61933,25.94361
3.72E+11,冠县,115.442739,36.484009
5.00E+11,南川区,107.099266,29.15789
5.13E+11,九龙县,101.507294,29.000347
2.31E+11,汤原县,129.905072,46.730706
6.33E+11,天峻县,99.022984,37.300851
4.30E+11,天心区,112.989897,28.114526
6.21E+11,天水市,105.724979,34.580885
2.31E+11,伊春区,128.907257,47.728237
6.53E+11,巴音郭楞蒙古自治州,86.145297,41.764115
6.53E+11,焉耆回族自治县,86.574067,42.059759
4.41E+11,台山市,112.794065,22.251924
3.21E+11,市辖区,,
4.31E+11,邵阳市,111.467674,27.23895
1.20E+11,蓟州区,117.408296,40.045851
3.61E+11,永新县,114.243072,26.944962
3.41E+11,徽州区,118.336743,29.827271
4.31E+11,慈利县,111.139775,29.429999
6.11E+11,紫阳县,108.534228,32.520246
3.30E+11,市辖区,,
5.31E+11,鲁甸县,103.558042,27.186659
4.30E+11,浏阳市,113.643076,28.162833
5.23E+11,天柱县,109.207751,26.909639
5.11E+11,市辖区,,
2.30E+11,松北区,126.516914,45.794504
4.21E+11,蕲春县,115.437007,30.225964
2.11E+11,明山区,123.817214,41.308719
3.40E+11,潘集区,116.834715,32.77208
3.71E+11,市辖区,,
4.45E+11,市辖区,,
3.60E+11,濂溪区,115.992842,29.668064
5.10E+11,崇州市,103.673001,30.630122
4.21E+11,市辖区,,
4.41E+11,金平区,116.70345,23.365556
5.00E+11,潼南区,105.840431,30.190992
5.12E+11,市辖区,,
2.20E+11,九台区,125.839573,44.151742
6.11E+11,镇安县,109.152892,33.423357
3.61E+11,铜鼓县,114.371172,28.520769
4.20E+11,西塞山区,115.109955,30.204924
6.40E+11,西夏区,106.161106,38.502605
5.13E+11,松潘县,103.604698,32.655325
1.51E+11,市辖区,,
3.41E+11,太和县,115.621941,33.160327
3.31E+11,台州市,121.42076,28.65638
3.21E+11,吴中区,120.632308,31.263183
6.53E+11,喀什地区,75.989741,39.47046
5.11E+11,北川羌族自治县,104.46797,31.617203
1.20E+11,南开区,117.150738,39.138205
3.60E+11,市辖区,,
6.53E+11,乌什县,79.224616,41.222319
6.54E+11,尼勒克县,82.511809,43.800247
2.30E+11,木兰县,128.043466,45.950582
6.20E+11,金昌市,102.188117,38.520717
3.21E+11,高港区,119.881717,32.318821
6.50E+11,托克逊县,88.653827,42.792526
1.31E+11,永清县,116.50568,39.330689
4.31E+11,武陵源区,110.550433,29.34573
4.41E+11,徐闻县,110.176749,20.325489
1.41E+11,盐湖区,110.998272,35.015101
2.20E+11,市辖区,,
5.00E+11,江津区,106.259281,29.290069
4.21E+11,钟祥市,112.58812,31.167819
1.31E+11,宽城满族自治县,118.485313,40.611391
3.31E+11,德清县,119.9774,30.54251
4.20E+11,市辖区,,
1.30E+11,永年县,114.543832,36.743966
5.20E+11,汇川区,106.93427,27.750125
1.41E+11,洪洞县,111.674965,36.253747
4.10E+11,市辖区,,
1.40E+11,大同市,113.300129,40.076763
4.11E+11,陕州区,111.103563,34.720547
5.13E+11,新龙县,100.311368,30.939169
6.52E+11,昌吉回族自治州,87.308224,44.011182
3.51E+11,长泰县,117.759153,24.625449
3.10E+11,闵行区,121.380831,31.1129
1.30E+11,乐亭县,118.912571,39.425608
4.41E+11,澄海区,116.755992,23.466709
5.31E+11,镇沅彝族哈尼族拉祜族自治县,101.108595,24.004441
1.30E+11,唐山市,118.180193,39.630867
4.20E+11,阳新县,115.215227,29.830257
4.50E+11,广西壮族自治区,108.327546,22.815478
3.41E+11,宿州市,116.964195,33.647309
5.10E+11,双流区,103.923566,30.574449
6.54E+11,阿勒泰地区,88.141253,47.844924
3.72E+11,莘县,115.671191,36.233598
4.10E+11,龙亭区,114.356076,34.815565
3.20E+11,梁溪区,120.303108,31.566155
1.41E+11,市辖区,,
1.31E+11,安次区,116.694544,39.502569
3.50E+11,沙县,117.792396,26.397199
1.30E+11,涉县,113.6914,36.584994
3.71E+11,莱山区,121.445301,37.511291
3.61E+11,吉安县,114.907875,27.039787
3.41E+11,当涂县,118.497972,31.571213
5.31E+11,孟连傣族拉祜族佤族自治县,99.584157,22.329099
2.31E+11,穆棱市,130.524436,44.918813
6.11E+11,汉中市,107.02305,33.067225
5.30E+11,玉溪市,102.527197,24.347324
1.52E+11,阿尔山市,119.943575,47.17744
4.69E+11,省直辖县级行政区划,,
4.31E+11,娄星区,112.001914,27.729863
4.10E+11,栾川县,111.615768,33.785698
1.52E+11,乌兰浩特市,122.093123,46.072731
3.42E+11,蒙城县,116.564247,33.26583
2.11E+11,市辖区,,
5.30E+11,富源县,104.255014,25.674238
2.31E+11,绥芬河市,131.152545,44.412308
5.13E+11,昭觉县,102.840264,28.015333
3.61E+11,市辖区,,
4.69E+11,琼中黎族苗族自治县,109.838389,19.033369
4.60E+11,市辖区,,
3.71E+11,蓬莱市,120.758848,37.810661
3.71E+11,临沂市,118.356414,35.104673
4.31E+11,嘉禾县,112.36902,25.587519
1.41E+11,宁武县,112.304722,39.001524
6.54E+11,奎屯市,84.903267,44.426529
6.21E+11,两当县,106.304966,33.908917
